Month and Year,Month,Year,Sex,Client Group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National,
Jan-19,January,2019,Male,Number of clients who are at risk of homelessness,"4,296","5,228","2,341","1,109","1,238",379,337,564,"15,471",
Jan-19,January,2019,Total,Number of Indigenous clients,"6,472","3,206","4,272","2,801","1,634",336,246,"2,680","21,600",
Jan-19,January,2019,Total,Number of clients who have experienced family and domestic violence,"7,913","13,819","3,630","2,988","1,851",489,521,"1,119","32,276",
Jan-19,January,2019,Total,Number of clients with a current mental health issue,"7,667","9,319","3,087","1,663","1,739","1,126",556,326,"25,427",
Jan-19,January,2019,Total,Number of clients with problematic drug or alcohol issues,"2,269","2,446",952,818,549,267,152,258,"7,701",
Jan-19,January,2019,Total,Number of clients financially assisted with payments for short term/emergency accommodation,233,"1,617",261,96,101,106,22,38,"2,468",
Jan-19,January,2019,Total,Number of nights in short-term/emergency accommodation,"45,156","47,112","80,658","20,587","12,393","7,683","8,311","7,051","228,951",
Jan-19,January,2019,Total,Number of clients accommodated in short-term/emergency accommodation,"2,463","3,513","3,784","1,941",650,461,326,618,"13,729",
Jan-19,January,2019,Total,Number of clients who are homeless,"10,523","14,398","6,601","2,517","2,724","1,412",853,"1,253","40,175",
Jan-19,January,2019,Total,Number of clients who are at risk of homelessness,"11,500","15,226","5,810","3,673","3,337",914,767,"1,676","42,817",
Dec-18,December,2018,Female,Number of Indigenous clients,"3,888","1,949","2,387","1,740",942,191,125,"1,647","12,832",
Dec-18,December,2018,Female,Number of clients who have experienced family and domestic violence,"5,590","10,251","2,491","2,250","1,432",357,350,865,"23,542",
Dec-18,December,2018,Female,Number of clients with a current mental health issue,"4,452","5,698","1,556","1,010","1,012",570,336,172,"14,785",
Dec-18,December,2018,Female,Number of clients with problematic drug or alcohol issues,967,"1,048",400,386,175,105,85,137,"3,298",
Dec-18,December,2018,Female,Number of clients financially assisted with payments for short term/emergency accommodation,104,783,115,67,68,44,12,31,"1,224",
Dec-18,December,2018,Female,Number of nights in short-term/emergency accommodation,"23,909","25,897","42,759","11,819","6,906","4,212","5,110","4,255","124,867",
Dec-18,December,2018,Female,Number of clients accommodated in short-term/emergency accommodation,"1,177","1,783","2,018","1,133",340,213,185,477,"7,322",
Dec-18,December,2018,Female,Number of clients who are homeless,"5,534","7,814","3,260","1,349","1,474",653,465,681,"21,187",
Dec-18,December,2018,Female,Number of clients who are at risk of homelessness,"7,157","9,810","3,156","2,437","1,990",488,398,"1,134","26,520",
Dec-18,December,2018,Male,Number of Indigenous clients,"2,494","1,101","1,590",803,551,131,95,851,"7,607",
Dec-18,December,2018,Male,Number of clients who have experienced family and domestic violence,"1,952","3,042",834,601,276,92,148,244,"7,181",
Dec-18,December,2018,Male,Number of clients with a current mental health issue,"2,766","3,318","1,210",520,599,447,188,127,"9,151",
Dec-18,December,2018,Male,Number of clients with problematic drug or alcohol issues,"1,135","1,284",489,334,309,148,63,117,"3,873",
Dec-18,December,2018,Male,Number of clients financially assisted with payments for short term/emergency accommodation,63,628,52,18,12,25,7,2,806,
Dec-18,December,2018,Male,Number of nights in short-term/emergency accommodation,"18,999","19,473","37,455","7,607","5,259","3,216","3,360","2,959","98,328",
Dec-18,December,2018,Male,Number of clients accommodated in short-term/emergency accommodation,"1,000","1,487","1,775",605,248,177,127,184,"5,595",
Dec-18,December,2018,Male,Number of clients who are homeless,"4,422","6,133","2,763",990,"1,120",646,345,522,"16,899",
Dec-18,December,2018,Male,Number of clients who are at risk of homelessness,"4,148","5,177","2,125","1,035","1,101",363,319,548,"14,798",
Dec-18,December,2018,Total,Number of Indigenous clients,"6,382","3,050","3,977","2,543","1,493",322,220,"2,498","20,439",
Dec-18,December,2018,Total,Number of clients who have experienced family and domestic violence,"7,542","13,293","3,325","2,851","1,708",449,498,"1,109","30,723",
Dec-18,December,2018,Total,Number of clients with a current mental health issue,"7,218","9,016","2,766","1,530","1,611","1,017",524,299,"23,936",
Dec-18,December,2018,Total,Number of clients with problematic drug or alcohol issues,"2,102","2,332",889,720,484,253,148,254,"7,171",
Dec-18,December,2018,Total,Number of clients financially assisted with payments for short term/emergency accommodation,167,"1,411",167,85,80,69,19,33,"2,030",
Dec-18,December,2018,Total,Number of nights in short-term/emergency accommodation,"42,908","45,370","80,214","19,426","12,165","7,428","8,470","7,214","223,195",
Dec-18,December,2018,Total,Number of clients accommodated in short-term/emergency accommodation,"2,177","3,270","3,793","1,738",588,390,312,661,"12,917",
Dec-18,December,2018,Total,Number of clients who are homeless,"9,956","13,947","6,023","2,339","2,594","1,299",810,"1,203","38,086",
Dec-18,December,2018,Total,Number of clients who are at risk of homelessness,"11,305","14,987","5,281","3,472","3,091",851,717,"1,682","41,318",
Nov-18,November,2018,Female,Number of Indigenous clients,"4,166","1,983","2,542","1,556","1,027",190,142,"1,743","13,307",
Nov-18,November,2018,Female,Number of clients who have experienced family and domestic violence,"5,957","10,649","2,575","2,150","1,622",384,376,906,"24,552",
Nov-18,November,2018,Female,Number of clients with a current mental health issue,"4,830","6,009","1,747","1,093","1,104",613,359,181,"15,916",
Nov-18,November,2018,Female,Number of clients with problematic drug or alcohol issues,"1,063","1,158",422,409,209,118,90,144,"3,605",
Nov-18,November,2018,Female,Number of clients financially assisted with payments for short term/emergency accommodation,138,885,158,54,62,56,17,26,"1,392",
Nov-18,November,2018,Female,Number of nights in short-term/emergency accommodation,"22,566","26,189","41,729","10,364","7,035","4,427","5,205","4,316","121,831",
Nov-18,November,2018,Female,Number of clients accommodated in short-term/emergency accommodation,"1,240","1,887","2,089",861,360,258,196,437,"7,315",
Nov-18,November,2018,Female,Number of clients who are homeless,"5,900","8,001","3,472","1,356","1,609",694,475,688,"22,135",
Nov-18,November,2018,Female,Number of clients who are at risk of homelessness,"7,564","10,236","3,354","2,293","2,195",528,448,"1,214","27,764",
Nov-18,November,2018,Male,Number of Indigenous clients,"2,664","1,127","1,727",747,593,136,87,916,"7,984",
Nov-18,November,2018,Male,Number of clients who have experienced family and domestic violence,"2,157","2,969",862,590,364,120,148,262,"7,464",
Nov-18,November,2018,Male,Number of clients with a current mental health issue,"3,005","3,493","1,278",558,638,487,183,138,"9,752",
Nov-18,November,2018,Male,Number of clients with problematic drug or alcohol issues,"1,275","1,373",526,351,341,156,65,126,"4,206",
Nov-18,November,2018,Male,Number of clients financially assisted with payments for short term/emergency accommodation,75,628,63,15,10,38,8,2,838,
Nov-18,November,2018,Male,Number of nights in short-term/emergency accommodation,"20,312","19,135","36,606","6,721","5,298","3,196","3,166","2,889","97,323",
Nov-18,November,2018,Male,Number of clients accommodated in short-term/emergency accommodation,"1,098","1,476","1,843",491,265,215,120,169,"5,664",
Nov-18,November,2018,Male,Number of clients who are homeless,"4,711","6,196","2,983","1,044","1,229",686,354,558,"17,709",
Nov-18,November,2018,Male,Number of clients who are at risk of homelessness,"4,536","5,574","2,225","1,010","1,254",396,309,595,"15,871",
Nov-18,November,2018,Total,Number of Indigenous clients,"6,830","3,110","4,269","2,303","1,620",326,229,"2,659","21,291",
Nov-18,November,2018,Total,Number of clients who have experienced family and domestic violence,"8,114","13,618","3,437","2,740","1,986",504,524,"1,168","32,016",
Nov-18,November,2018,Total,Number of clients with a current mental health issue,"7,835","9,502","3,025","1,651","1,742","1,100",542,319,"25,668",
Nov-18,November,2018,Total,Number of clients with problematic drug or alcohol issues,"2,338","2,531",948,760,550,274,155,270,"7,811",
Nov-18,November,2018,Total,Number of clients financially assisted with payments for short term/emergency accommodation,213,"1,513",221,69,72,94,25,28,"2,230",
Nov-18,November,2018,Total,Number of nights in short-term/emergency accommodation,"42,878","45,324","78,335","17,085","12,333","7,623","8,371","7,205","219,154",
Nov-18,November,2018,Total,Number of clients accommodated in short-term/emergency accommodation,"2,338","3,363","3,932","1,352",625,473,316,606,"12,979",
Nov-18,November,2018,Total,Number of clients who are homeless,"10,611","14,197","6,455","2,400","2,838","1,380",829,"1,246","39,844",
Nov-18,November,2018,Total,Number of clients who are at risk of homelessness,"12,100","15,810","5,579","3,303","3,449",924,757,"1,809","43,635",
Oct-18,October,2018,Female,Number of Indigenous clients,"4,071","1,926","2,535","1,641",998,178,128,"1,719","13,162",
Oct-18,October,2018,Female,Number of clients who have experienced family and domestic violence,"5,967","10,332","2,471","2,251","1,707",383,353,860,"24,262",
Oct-18,October,2018,Female,Number of clients with a current mental health issue,"4,735","6,022","1,743","1,097","1,098",578,334,171,"15,756",
Oct-18,October,2018,Female,Number of clients with problematic drug or alcohol issues,"1,097","1,165",420,402,205,119,87,146,"3,637",
Oct-18,October,2018,Female,Number of clients financially assisted with payments for short term/emergency accommodation,144,922,127,47,57,57,8,36,"1,397",
Oct-18,October,2018,Female,Number of nights in short-term/emergency accommodation,"24,039","26,955","43,668","10,361","7,437","4,571","5,668","3,962","126,661",
Oct-18,October,2018,Female,Number of clients accommodated in short-term/emergency accommodation,"1,310","1,971","2,100",945,361,265,206,430,"7,578",
Oct-18,October,2018,Female,Number of clients who are homeless,"5,915","7,961","3,519","1,416","1,575",648,471,694,"22,147",
Oct-18,October,2018,Female,Number of clients who are at risk of homelessness,"7,541","10,244","3,357","2,343","2,191",531,416,"1,138","27,700",
Oct-18,October,2018,Male,Number of Indigenous clients,"2,655","1,119","1,734",757,584,140,81,920,"7,981",
Oct-18,October,2018,Male,Number of clients who have experienced family and domestic violence,"2,151","2,764",887,605,385,140,145,235,"7,307",
Oct-18,October,2018,Male,Number of clients with a current mental health issue,"2,962","3,555","1,323",567,648,474,189,133,"9,823",
Oct-18,October,2018,Male,Number of clients with problematic drug or alcohol issues,"1,246","1,430",520,345,328,153,68,127,"4,214",
Oct-18,October,2018,Male,Number of clients financially assisted with payments for short term/emergency accommodation,90,776,58,14,16,43,10,8,"1,014",
Oct-18,October,2018,Male,Number of nights in short-term/emergency accommodation,"21,458","20,078","37,843","6,962","5,876","3,627","3,264","2,774","101,882",
Oct-18,October,2018,Male,Number of clients accommodated in short-term/emergency accommodation,"1,168","1,663","1,874",518,282,210,121,175,"5,998",
Oct-18,October,2018,Male,Number of clients who are homeless,"4,702","6,284","2,975","1,089","1,184",664,350,557,"17,766",
Oct-18,October,2018,Male,Number of clients who are at risk of homelessness,"4,578","5,468","2,336",967,"1,222",407,315,608,"15,875",
Oct-18,October,2018,Total,Number of Indigenous clients,"6,726","3,045","4,269","2,398","1,582",318,209,"2,639","21,143",
Oct-18,October,2018,Total,Number of clients who have experienced family and domestic violence,"8,118","13,096","3,358","2,856","2,092",523,498,"1,095","31,569",
Oct-18,October,2018,Total,Number of clients with a current mental health issue,"7,697","9,577","3,066","1,664","1,746","1,052",523,304,"25,579",
Oct-18,October,2018,Total,Number of clients with problematic drug or alcohol issues,"2,343","2,595",940,747,533,272,155,273,"7,851",
Oct-18,October,2018,Total,Number of clients financially assisted with payments for short term/emergency accommodation,234,"1,698",185,61,73,100,18,44,"2,411",
Oct-18,October,2018,Total,Number of nights in short-term/emergency accommodation,"45,497","47,033","81,511","17,323","13,313","8,198","8,932","6,736","228,543",
Oct-18,October,2018,Total,Number of clients accommodated in short-term/emergency accommodation,"2,478","3,634","3,974","1,463",643,475,327,605,"13,576",
Oct-18,October,2018,Total,Number of clients who are homeless,"10,617","14,245","6,494","2,505","2,759","1,312",821,"1,251","39,913",
Oct-18,October,2018,Total,Number of clients who are at risk of homelessness,"12,119","15,712","5,693","3,310","3,413",938,731,"1,746","43,575",
Sep-18,September,2018,Female,Number of Indigenous clients,"3,902","1,929","2,389","1,463",980,183,144,"1,633","12,594",
Sep-18,September,2018,Female,Number of clients who have experienced family and domestic violence,"5,765","9,834","2,250","2,073","1,595",354,367,783,"22,966",
Sep-18,September,2018,Female,Number of clients with a current mental health issue,"4,568","5,601","1,712","1,060","1,061",556,353,166,"15,058",
Sep-18,September,2018,Female,Number of clients with problematic drug or alcohol issues,"1,057","1,107",426,392,211,118,88,155,"3,553",
