Month and Year,Month,Year,Sex,Group,Reason for seeking assistance,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
Jul-20,July,2020,Total,Interpersonal,Relationship/family breakdown,"5,638","6,155","2,833","1,451",720,640,776,260,"18,465"
Jul-20,July,2020,Total,Interpersonal,Sexual abuse,383,566,160,207,64,30,26,27,"1,463"
Jul-20,July,2020,Total,Interpersonal,Family and domestic violence,"7,367","13,999","3,469","2,444","1,718",499,677,937,"31,036"
Jul-20,July,2020,Total,Interpersonal,Non-family violence,443,866,263,161,30,95,75,49,"1,982"
Jul-20,July,2020,Total,Health,Health,"5,745","8,086","3,005","1,614","1,893",898,672,402,"22,289"
Jul-20,July,2020,Total,Health,Mental health issues,"4,432","5,973","2,010","1,033","1,379",744,489,125,"16,165"
Jul-20,July,2020,Total,Health,Medical issues,"1,677","2,784","1,172",508,574,285,221,161,"7,378"
Jul-20,July,2020,Total,Health,Problematic drug or substance use,"1,446","2,316",615,528,425,133,150,87,"5,699"
Jul-20,July,2020,Total,Health,Problematic alcohol use,637,669,337,296,211,78,69,144,"2,440"
Jul-20,July,2020,Total,Other,Other,"6,901","9,470","4,041","2,404","1,821","1,031",832,"1,004","27,487"
Jul-20,July,2020,Total,Other,Transition from custodial arrangements,569,"1,257",202,96,231,64,47,47,"2,512"
Jul-20,July,2020,Total,Other,Transition from foster care and child safety residential placements,64,178,44,37,10,13,11,22,379
Jul-20,July,2020,Total,Other,Transition from other care arrangements,233,318,89,86,50,43,37,21,877
Jul-20,July,2020,Total,Other,Discrimination including racial discrimination,134,166,51,20,72,7,31,2,483
Jul-20,July,2020,Total,Other,Itinerant,674,"1,510",304,252,504,200,14,144,"3,601"
Jul-20,July,2020,Total,Other,Unable to return home due to environmental reasons,428,535,207,130,165,50,95,27,"1,637"
Jul-20,July,2020,Total,Other,Disengagement with school or other education and training,539,480,141,121,282,14,19,37,"1,633"
Jul-20,July,2020,Total,Other,Lack of family and/or community support,"4,367","5,702","2,895","1,405",691,752,544,441,"16,785"
Jul-20,July,2020,Total,Other,Other (not elsewhere classified),"1,444","1,831",841,743,195,101,204,396,"5,755"
Jul-20,July,2020,Total,COVID,COVID-19,714,"3,649","1,026",164,42,15,107,23,"5,738"
Jul-20,July,2020,Total,Not stated,Not stated,372,175,9,7,0,2,5,199,769
Jul-20,July,2020,Total,Total,Total Clients,"22,668","33,086","12,410","6,037","6,636","2,282","1,915","2,952","87,806"
Jun-20,June,2020,Female,Accommodation,Accommodation,"6,621","8,703","4,506","1,403","2,542",927,698,779,"26,152"
Jun-20,June,2020,Female,Accommodation,Housing crisis (e.g. eviction),"4,093","5,203","2,684",750,"1,685",526,365,349,"15,646"
Jun-20,June,2020,Female,Accommodation,Inadequate or inappropriate dwelling conditions,"2,638","4,754","2,374",728,845,464,411,446,"12,650"
Jun-20,June,2020,Female,Accommodation,Previous accommodation ended,"1,851","2,714","1,400",411,290,424,257,145,"7,488"
Jun-20,June,2020,Female,Financial,Financial,"6,018","9,010","3,965","1,386","1,010",631,710,470,"23,178"
Jun-20,June,2020,Female,Financial,Financial difficulties,"4,267","7,238","3,093","1,032",677,452,537,324,"17,611"
Jun-20,June,2020,Female,Financial,Housing affordability stress,"3,681","5,360","2,349",712,325,461,488,248,"13,614"
Jun-20,June,2020,Female,Financial,Employment difficulties,766,916,285,111,103,31,118,51,"2,381"
Jun-20,June,2020,Female,Financial,Unemployment,"1,341","1,858","1,006",423,310,121,174,113,"5,346"
Jun-20,June,2020,Female,Financial,Problematic gambling,23,16,16,3,3,2,1,4,68
Jun-20,June,2020,Female,Interpersonal,Interpersonal Relationships,"7,781","13,218","3,771","2,429","1,837",663,679,911,"31,240"
Jun-20,June,2020,Female,Interpersonal,Time out from family/other situation,"1,306","1,402",853,465,71,222,184,176,"4,677"
Jun-20,June,2020,Female,Interpersonal,Relationship/family breakdown,"3,713","3,745","1,797","1,010",443,353,490,188,"11,731"
Jun-20,June,2020,Female,Interpersonal,Sexual abuse,316,469,146,198,53,26,23,26,"1,257"
Jun-20,June,2020,Female,Interpersonal,Family and domestic violence,"5,590","11,154","2,537","1,949","1,420",368,472,745,"24,195"
Jun-20,June,2020,Female,Interpersonal,Non-family violence,281,503,144,109,26,53,41,38,"1,195"
Jun-20,June,2020,Female,Health,Health,"3,234","4,280","1,707",960,"1,041",468,389,212,"12,283"
Jun-20,June,2020,Female,Health,Mental health issues,"2,624","3,289","1,176",633,811,395,297,59,"9,279"
Jun-20,June,2020,Female,Health,Medical issues,878,"1,461",679,309,305,151,134,93,"4,010"
Jun-20,June,2020,Female,Health,Problematic drug or substance use,700,987,322,284,179,58,76,37,"2,643"
Jun-20,June,2020,Female,Health,Problematic alcohol use,263,249,148,135,71,26,24,67,983
Jun-20,June,2020,Female,Other,Other,"4,011","4,844","2,338","1,387",930,546,489,613,"15,150"
Jun-20,June,2020,Female,Other,Transition from custodial arrangements,195,274,57,37,50,15,20,6,654
Jun-20,June,2020,Female,Other,Transition from foster care and child safety residential placements,28,106,24,20,8,9,3,15,213
Jun-20,June,2020,Female,Other,Transition from other care arrangements,119,165,31,47,25,18,12,12,429
Jun-20,June,2020,Female,Other,Discrimination including racial discrimination,90,96,32,14,38,4,21,1,296
Jun-20,June,2020,Female,Other,Itinerant,322,524,133,104,190,94,5,59,"1,431"
Jun-20,June,2020,Female,Other,Unable to return home due to environmental reasons,259,308,128,81,118,23,64,27,"1,008"
Jun-20,June,2020,Female,Other,Disengagement with school or other education and training,302,275,73,67,177,10,19,22,945
Jun-20,June,2020,Female,Other,Lack of family and/or community support,"2,709","3,214","1,781",872,406,429,387,310,"10,105"
Jun-20,June,2020,Female,Other,Other (not elsewhere classified),875,"1,031",480,375,137,52,75,239,"3,264"
Jun-20,June,2020,Female,COVID,COVID-19,476,"1,670",711,125,29,15,94,13,"3,132"
Jun-20,June,2020,Female,Not stated,Not stated,144,107,5,4,0,0,1,123,384
Jun-20,June,2020,Female,Total,Total Clients,"13,573","20,433","7,329","3,761","4,003","1,269","1,082","1,942","53,297"
Jun-20,June,2020,Male,Accommodation,Accommodation,"5,172","7,464","3,610","1,127","1,841",781,532,522,"21,019"
Jun-20,June,2020,Male,Accommodation,Housing crisis (e.g. eviction),"3,082","4,511","2,088",535,"1,191",449,307,195,"12,346"
Jun-20,June,2020,Male,Accommodation,Inadequate or inappropriate dwelling conditions,"2,170","4,278","1,892",604,669,418,294,312,"10,624"
Jun-20,June,2020,Male,Accommodation,Previous accommodation ended,"1,479","2,531","1,050",388,194,372,188,108,"6,308"
Jun-20,June,2020,Male,Financial,Financial,"4,475","6,916","2,938","1,066",825,520,508,356,"17,586"
Jun-20,June,2020,Male,Financial,Financial difficulties,"3,084","5,527","2,295",768,492,361,349,258,"13,124"
Jun-20,June,2020,Male,Financial,Housing affordability stress,"2,690","4,032","1,671",530,202,361,321,192,"9,995"
Jun-20,June,2020,Male,Financial,Employment difficulties,699,892,295,123,81,38,90,99,"2,317"
Jun-20,June,2020,Male,Financial,Unemployment,"1,349","1,859",904,361,357,111,175,147,"5,262"
Jun-20,June,2020,Male,Financial,Problematic gambling,60,33,18,7,7,2,1,4,132
Jun-20,June,2020,Male,Interpersonal,Interpersonal Relationships,"3,613","4,927","1,781",946,566,412,381,308,"12,921"
Jun-20,June,2020,Male,Interpersonal,Time out from family/other situation,719,965,500,259,40,178,89,98,"2,846"
Jun-20,June,2020,Male,Interpersonal,Relationship/family breakdown,"2,063","2,272",993,463,277,247,280,92,"6,683"
Jun-20,June,2020,Male,Interpersonal,Sexual abuse,61,90,25,18,10,3,11,3,221
Jun-20,June,2020,Male,Interpersonal,Family and domestic violence,"1,942","3,035",851,505,283,111,220,193,"7,133"
Jun-20,June,2020,Male,Interpersonal,Non-family violence,175,326,81,57,13,37,18,14,721
Jun-20,June,2020,Male,Health,Health,"2,509","3,666","1,367",711,844,436,288,189,"10,003"
Jun-20,June,2020,Male,Health,Mental health issues,"1,787","2,505",852,411,573,344,192,67,"6,729"
Jun-20,June,2020,Male,Health,Medical issues,785,"1,355",535,227,280,150,111,71,"3,514"
Jun-20,June,2020,Male,Health,Problematic drug or substance use,783,"1,268",354,250,231,88,65,43,"3,079"
Jun-20,June,2020,Male,Health,Problematic alcohol use,364,433,181,137,118,59,44,63,"1,398"
Jun-20,June,2020,Male,Other,Other,"2,983","4,488","1,721","1,050",858,503,398,462,"12,456"
Jun-20,June,2020,Male,Other,Transition from custodial arrangements,383,949,167,70,165,51,35,41,"1,861"
Jun-20,June,2020,Male,Other,Transition from foster care and child safety residential placements,34,81,26,16,4,5,7,5,178
Jun-20,June,2020,Male,Other,Transition from other care arrangements,105,143,51,40,29,29,30,11,438
Jun-20,June,2020,Male,Other,Discrimination including racial discrimination,58,82,18,7,28,4,12,3,212
Jun-20,June,2020,Male,Other,Itinerant,380,884,161,146,269,130,8,82,"2,060"
Jun-20,June,2020,Male,Other,Unable to return home due to environmental reasons,193,246,78,49,60,29,29,9,693
Jun-20,June,2020,Male,Other,Disengagement with school or other education and training,236,210,53,48,109,10,8,11,685
Jun-20,June,2020,Male,Other,Lack of family and/or community support,"1,689","2,405","1,147",558,277,351,208,200,"6,833"
Jun-20,June,2020,Male,Other,Other (not elsewhere classified),594,792,372,325,82,39,129,157,"2,490"
Jun-20,June,2020,Male,COVID,COVID-19,383,"1,845",468,74,24,19,44,22,"2,879"
Jun-20,June,2020,Male,Not stated,Not stated,250,71,3,3,0,1,4,140,471
Jun-20,June,2020,Male,Total,Total Clients,"9,490","12,841","5,261","2,304","2,632","1,036",879,"1,149","35,530"
Jun-20,June,2020,Total,Accommodation,Accommodation,"11,793","16,167","8,116","2,530","4,383","1,708","1,230","1,301","47,171"
Jun-20,June,2020,Total,Accommodation,Housing crisis (e.g. eviction),"7,175","9,714","4,772","1,285","2,876",975,672,544,"27,992"
Jun-20,June,2020,Total,Accommodation,Inadequate or inappropriate dwelling conditions,"4,808","9,032","4,266","1,332","1,514",882,705,758,"23,274"
Jun-20,June,2020,Total,Accommodation,Previous accommodation ended,"3,330","5,245","2,450",799,484,796,445,253,"13,796"
Jun-20,June,2020,Total,Financial,Financial,"10,493","15,926","6,903","2,452","1,835","1,151","1,218",826,"40,764"
Jun-20,June,2020,Total,Financial,Financial difficulties,"7,351","12,765","5,388","1,800","1,169",813,886,582,"30,735"
Jun-20,June,2020,Total,Financial,Housing affordability stress,"6,371","9,392","4,020","1,242",527,822,809,440,"23,609"
Jun-20,June,2020,Total,Financial,Employment difficulties,"1,465","1,808",580,234,184,69,208,150,"4,698"
Jun-20,June,2020,Total,Financial,Unemployment,"2,690","3,717","1,910",784,667,232,349,260,"10,608"
Jun-20,June,2020,Total,Financial,Problematic gambling,83,49,34,10,10,4,2,8,200
Jun-20,June,2020,Total,Interpersonal,Interpersonal Relationships,"11,394","18,145","5,552","3,375","2,403","1,075","1,060","1,219","44,161"
Jun-20,June,2020,Total,Interpersonal,Time out from family/other situation,"2,025","2,367","1,353",724,111,400,273,274,"7,523"
Jun-20,June,2020,Total,Interpersonal,Relationship/family breakdown,"5,776","6,017","2,790","1,473",720,600,770,280,"18,414"
Jun-20,June,2020,Total,Interpersonal,Sexual abuse,377,559,171,216,63,29,34,29,"1,478"
Jun-20,June,2020,Total,Interpersonal,Family and domestic violence,"7,532","14,189","3,388","2,454","1,703",479,692,938,"31,328"
Jun-20,June,2020,Total,Interpersonal,Non-family violence,456,829,225,166,39,90,59,52,"1,916"
Jun-20,June,2020,Total,Health,Health,"5,743","7,946","3,074","1,671","1,885",904,677,401,"22,286"
Jun-20,June,2020,Total,Health,Mental health issues,"4,411","5,794","2,028","1,044","1,384",739,489,126,"16,008"
Jun-20,June,2020,Total,Health,Medical issues,"1,663","2,816","1,214",536,585,301,245,164,"7,524"
Jun-20,June,2020,Total,Health,Problematic drug or substance use,"1,483","2,255",676,534,410,146,141,80,"5,722"
Jun-20,June,2020,Total,Health,Problematic alcohol use,627,682,329,272,189,85,68,130,"2,381"
Jun-20,June,2020,Total,Other,Other,"6,994","9,332","4,059","2,437","1,788","1,049",887,"1,075","27,606"
Jun-20,June,2020,Total,Other,Transition from custodial arrangements,578,"1,223",224,107,215,66,55,47,"2,515"
Jun-20,June,2020,Total,Other,Transition from foster care and child safety residential placements,62,187,50,36,12,14,10,20,391
Jun-20,June,2020,Total,Other,Transition from other care arrangements,224,308,82,87,54,47,42,23,867
Jun-20,June,2020,Total,Other,Discrimination including racial discrimination,148,178,50,21,66,8,33,4,508
Jun-20,June,2020,Total,Other,Itinerant,702,"1,408",294,250,459,224,13,141,"3,491"
Jun-20,June,2020,Total,Other,Unable to return home due to environmental reasons,452,554,206,130,178,52,93,36,"1,701"
Jun-20,June,2020,Total,Other,Disengagement with school or other education and training,538,485,126,115,286,20,27,33,"1,630"
Jun-20,June,2020,Total,Other,Lack of family and/or community support,"4,398","5,619","2,928","1,430",683,780,595,510,"16,938"
Jun-20,June,2020,Total,Other,Other (not elsewhere classified),"1,469","1,823",852,700,219,91,204,396,"5,754"
Jun-20,June,2020,Total,COVID,COVID-19,859,"3,515","1,179",199,53,34,138,35,"6,011"
Jun-20,June,2020,Total,Not stated,Not stated,394,178,8,7,0,1,5,263,855
Jun-20,June,2020,Total,Total,Total Clients,"23,063","33,274","12,590","6,065","6,635","2,305","1,961","3,091","88,827"
May-20,May,2020,Female,Accommodation,Accommodation,"6,616","8,779","4,337","1,411","2,476",945,703,753,"25,992"
May-20,May,2020,Female,Accommodation,Housing crisis (e.g. eviction),"4,106","5,315","2,578",717,"1,623",550,363,348,"15,592"
May-20,May,2020,Female,Accommodation,Inadequate or inappropriate dwelling conditions,"2,643","4,718","2,289",734,846,475,413,433,"12,539"
May-20,May,2020,Female,Accommodation,Previous accommodation ended,"1,847","2,731","1,328",453,265,431,269,148,"7,468"
May-20,May,2020,Female,Financial,Financial,"6,085","9,138","3,920","1,344","1,057",653,706,462,"23,341"
May-20,May,2020,Female,Financial,Financial difficulties,"4,401","7,423","3,087",996,744,466,541,318,"17,961"
May-20,May,2020,Female,Financial,Housing affordability stress,"3,655","5,472","2,324",703,343,476,473,251,"13,687"
May-20,May,2020,Female,Financial,Employment difficulties,770,"1,036",288,115,118,32,124,54,"2,537"
May-20,May,2020,Female,Financial,Unemployment,"1,321","1,869","1,044",408,327,128,190,105,"5,391"
May-20,May,2020,Female,Financial,Problematic gambling,20,21,23,4,3,2,1,3,77
May-20,May,2020,Female,Interpersonal,Interpersonal Relationships,"7,527","12,890","3,710","2,455","1,807",667,678,823,"30,501"
May-20,May,2020,Female,Interpersonal,Time out from family/other situation,"1,297","1,411",814,439,70,225,197,161,"4,612"
May-20,May,2020,Female,Interpersonal,Relationship/family breakdown,"3,602","3,689","1,728","1,007",431,345,482,175,"11,453"
May-20,May,2020,Female,Interpersonal,Sexual abuse,323,462,128,205,48,27,28,11,"1,231"
May-20,May,2020,Female,Interpersonal,Family and domestic violence,"5,417","10,869","2,530","1,972","1,412",368,473,662,"23,661"
May-20,May,2020,Female,Interpersonal,Non-family violence,284,491,142,92,19,52,39,42,"1,161"
May-20,May,2020,Female,Health,Health,"3,140","4,225","1,647",932,"1,037",465,389,211,"12,037"
May-20,May,2020,Female,Health,Mental health issues,"2,538","3,236","1,154",604,802,380,295,67,"9,069"
May-20,May,2020,Female,Health,Medical issues,843,"1,479",637,300,317,162,138,97,"3,972"
May-20,May,2020,Female,Health,Problematic drug or substance use,678,967,295,284,176,56,75,40,"2,571"
May-20,May,2020,Female,Health,Problematic alcohol use,251,251,127,141,65,26,28,58,947
May-20,May,2020,Female,Other,Other,"3,924","4,725","2,333","1,268",947,554,500,603,"14,846"
May-20,May,2020,Female,Other,Transition from custodial arrangements,194,271,58,38,57,17,20,7,662
May-20,May,2020,Female,Other,Transition from foster care and child safety residential placements,38,121,28,17,6,7,4,20,241
May-20,May,2020,Female,Other,Transition from other care arrangements,120,168,35,39,23,18,13,15,431
May-20,May,2020,Female,Other,Discrimination including racial discrimination,73,82,29,13,34,6,21,1,259
May-20,May,2020,Female,Other,Itinerant,316,496,134,96,194,88,9,64,"1,397"
May-20,May,2020,Female,Other,Unable to return home due to environmental reasons,269,286,112,82,132,25,67,26,999
May-20,May,2020,Female,Other,Disengagement with school or other education and training,285,281,74,60,173,12,23,29,937
May-20,May,2020,Female,Other,Lack of family and/or community support,"2,667","3,141","1,743",857,418,436,394,308,"9,959"
May-20,May,2020,Female,Other,Other (not elsewhere classified),857,999,521,301,139,53,76,227,"3,173"
May-20,May,2020,Female,COVID,COVID-19,490,"1,734",739,128,25,20,112,19,"3,267"
May-20,May,2020,Female,Not stated,Not stated,155,115,8,2,0,0,1,274,551
May-20,May,2020,Female,Total,Total Clients,"13,365","20,196","7,167","3,654","3,924","1,271","1,079","1,975","52,537"
May-20,May,2020,Male,Accommodation,Accommodation,"5,057","7,535","3,413","1,084","1,739",789,533,514,"20,621"
May-20,May,2020,Male,Accommodation,Housing crisis (e.g. eviction),"3,043","4,541","1,962",501,"1,086",456,315,200,"12,087"
